题目,朝代,作者,内容
师林十二咏 其一 师子峰,元末明初,王行,狞面兽中尊，奇峰比最真。祇堪负莲座，稳载法王身。
师林十二咏 其二 含晖岭,元末明初,王行,西曛夕尚明，东旭朝先赤。为比众峰高，光景常多得。
师林十二咏 其三 吐月峰,元末明初,王行,昨吐光不阙，今吐遽非圆。圆缺看多少，孤峰只宛然。
师林十二咏 其四 立雪堂,元末明初,王行,独立暮庭中，齐腰雪几重。不因逢酷冷，那解识严冬。
师林十二咏 其五 禅窝,元末明初,王行,咫尺栖身地，宽如选佛场。须知九千界，元不离禅床。
师林十二咏 其六 问梅阁,元末明初,王行,阁中人独坐，阁外已梅开。春信何须问，清香自报来。
师林十二咏 其七 指柏轩,元末明初,王行,古柏昼阴阴，当轩岁月深。山僧常笑指，应解识禅心。
师林十二咏 其八 卧云室,元末明初,王行,入窗才一缕，满室便氲然。任使频舒卷，山僧自稳眠。
师林十二咏 其九 玉鉴池,元末明初,王行,方池开玉鉴，炯炯湛虚明。瘦影休烦照，心凉已共清。
师林十二咏 其十 水壶井,元末明初,王行,一泓碧澄甃，寒沁玉壶清。裹茗曾来试，虚闻石井名。
师林十二咏 其十一 小飞虹,元末明初,王行,古涧泻寒清，飞梁压水平。夕阳疏雨过，留得彩虹横。
师林十二咏 其十二 竹谷,元末明初,王行,深谷翳脩篁，苍飙洒碧霜。忆曾参玉版，风味似筼筜。
瞻屺堂,元末明初,陈谟,缅彼崔嵬，坤土而隆。匪砌匪砠，弗赭弗童。我兴瞻之，念母劬躬。嵌岩窈深，可以容与。其岑其蔚，膏发泉乳。我心孔悲，念母鞠抚。暧翠在庭，朝爽盈襟。宛兮慈颜，春和煦林。孰是金行，为此惨栗。鹤发其髟，霜露既集。攒峰丛峦，罗立闲闲。既有令子，亦有贤孙。风木之悲，寸草之伤。甘旨在庖，綵乌在堂。禄薄养丰，其乐如何。丰而弗逮，所慨实多。移忠之孝，亶惟尽瘁。教忠繄母，展也孝子。孝子终身，悠悠瞻此。
咨询堂诗,元末明初,陈谟,奕奕岩岩，风纪之堂。雪冰其柱，铁石维梁。鸟飞过之，不敢下窥。高明有抗，神物诃撝。十载之旷，一日而伟。如翚如翼，绣衣戾止。有扁崇崇，端正不颇。珊瑚碧树，交结枝柯。宪纲之振，在悉民隐。于咨于询，是谓绳准。幽者潜润，远者峻壁。聪察或遗，孰伸孰抑。刍荛之贱，商工之卑。勿卑勿贱，言亦有禆。虎冠狼牧，童子能言。蜜矢毡针，明者昏焉。孝妇之旱，三年尤剧。决狱之雨，顷刻而集。穆子格言，著于春秋。咨谋度询，必务于周。岩岩李公，服是明训。惠我庐陵，以风列郡。百邪以正，众枉斯雪。载瞻堂扁，居不栗烈。公德在民，公辔在野。峨峨穹碑，式劝来者。
朝阳诗,元末明初,陈谟,瀛海之东，桃都之山。有木相扶，蔚乎盘盘。金鸡既鸣，日观斯出。鸿濛之枝，其赫有奕。乃浴于海，遂升于天。苍苍凉凉，维气之先。君子钟之，刚健其德。匪维刚健，抑又温克。穆穆暾暾，冬夏一致。彼昼而亲，爱畏或二。我亲其朝，有爱无畏。君子作牧，召父杜母。宁宽以扰，无猛而势。韶石之上，舜峰之下。湛湛露晞，皇华被野。嵎夷之宅，旸谷之宾。成岁定时，羲和纪勋。宁独韶阳，史君遗爱。式遄其归，光于昭代。
万年树,元末明初,陈谟,翳荟隐嘉树，穷冬常不彫。堆魁火齐珠，错落英琼瑶。直干不偃蹇，爽气何飘萧。碧梧与翠竹，无此晴霞标。忆昨甘泉宫，含风郁萧萧。凤凰五色羽，翔集不待邀。天子重万年，当之奏云韶。王母留佩环，月明耿良宵。如何海尘起，蜃雾腥丹霄。恶草荐煌煌，不材耸翘翘。懿此丽荒寒，容华日以消。磨牙集豺虎，堕羽群鸱鸮。引睇苍梧云，重华邈难招。徘徊将何及，落景腾山椒。
送友人之钟陵,元末明初,陈谟,以我白石歌，壮君黄鹄游。笑骑将军马，踏遍西山秋。古之大哲人，于此怀民忧。铁柱系长蛟，斗门遏洪流。地轴安其常，水灵何所求。长笑蜀太守，空立三犀牛。繄此十万家，高柳连城楼。形胜自天开，攻守由人谋。綵笔为我题，宣城美才猷。宁知东湖水，可以藏渔舟。
云壑简南安陈知事,元末明初,陈谟,达人本云卧，丘壑外轩冕。神明交澹泊，樵牧相偃蹇。伊优与肮脏，叔世同一贬。凄其望诸葛，忧抱何能展。甘霖幸一溉，涸鲋将冀免。归岩出有时，潜石不相远。横浦极天高，怀人路悠缅。英英露菅茅，矗矗飘素练。嵌虚隐空翠，窈窕涵葱茜。虽复簿书繁，而无尘鞅绊。摛章唤阴铿，作赋招王粲。凉飔散冲襟，清波送流盼。亭亭金芙蓉，似是武夷涧。花下藏仙舟，渔郎莫之见。济胜天与游，流霞共谁荐。
甲辰九日游兴国灵山寺简同游,元末明初,陈谟,车马烂辉光，登临向上方。攒云众峰直，引路万松苍。涧底蒲茸白，篱根栗叶黄。爽犹宜羽扇，晴复䴡罗裳。缥缈云关峻，岩峣石径长。杂花明乱草，好鸟隔幽篁。渐近精蓝域，俄闻洞水香。栋梁何崒崒，金碧极煌煌。崖裂狮初啸，峦回象欲狂。鲤鱼新上水，灵鼠旧依仓。石笋何年长，池莲此日荒。铁船归瀚海，方竹压潇湘。瀑散晴空雨，林含伏日霜。行云走神女，卧钵隐龙王。一纪长离乱，丛林半在亡。如何超劫劫，独此见堂堂。喜挹清河彦，兼承入幕郎。风流同茂宰，啸咏及重阳。杯紫浮萸烈，瓶虚插桂芳。高僧惯宾客，才子盛文章。壁怪前题漫，游疑后日忘。少陵多秀句，偏在赞公房。
乙已正月携家自永丰萧原郑大中氏复归平川雪晴郊行分得数字因用述怀,元末明初,陈谟,蓂飞穷孟陬，鸦喜喧晴宇。食罢澹无营，意行惬幽趣。章缝六七人，谐笑杂今古。出行仍关市，负郭皆乐土。霜留草头花，雪落松梢雨。山翠扫娇蛾，水光摇浴鹭。梅残惊缥蒂，柳弱未金缕。纵横野人庐，大半无外户。皆云县官好，所病在军旅。近时哨粮卒，出没甚虓虎。劫财野为青，杀人血漂卤。以兹不有宁，全家入城住。县官极保障，郭外今安堵。官军多下流，执讯系长组。向来刘表鹰，化为张汤鼠。家人尚未还，宾主阙茗具。升平亮可复，篱落勤遮护。桑柘即抽萌，鹅鸭尚多数。芳菲亦未通，笑指桃李树。乘除理则然，甘苦要相补。我从去年秋，不得恋坟墓。避地来平川，誓将远抄虏。凄凉埙与篪，白发走岁暮。彼是天一方，鳞鸿杳无据。前登胡公山，似蚁缘壁度。悬崖临不测，仄径忧跌仆。竦身胆为掉，况敢一下顾。喘噎投村家，村家亦寇伍。危言相恐迫，云此难久驻。唤儿自束发，导客从儿去。所利客资囊，夺攘俟中路。我家一百指，幸不罹此罟。脱身走郑乡，奔窜泥没股。郑公素长者，见客深慰抚。薪米既幸周，时亦分酒脯。草菅藉地温，伏枕且无虑。新年返平川，复此名胜聚。自闻野人言，惊悚狂欲舞。县官希鲁卓，才子追沈杜。深怀五色笔，随意数行醑。清吟勿体拘，占韵实齿序。蔼蔼春云垂，冷冷石泉语。志喜亦未然，姑将纪愁苦。
夜饮简同席,元末明初,陈谟,华月流中天，美人集公馆。战尘良已清，凉飔且宾雁。对此念君子，萍蓬各乡县。赏胜如前期，会心岂在远。旷怀谅所同，乐酒皆维宴。驾言望广寒，所思邈遥汉。玉兔捣玄霜，为谁驻颜面。萧萧青桂枝，吹香助芳荐。殊乖建安才，虚辱高贤眷。微词苦难工，所适非所玩。
贞妇,元末明初,陈谟,时运忽复乖，兵尘昏白日。风花信所飘，安得念茵席。所悲命如叶，自誓心匪石。出即依旁舍，归斯匿深壁。凶徒肆披猖，鸡犬俱辟易。罔俾荃为茅，宁甘血成碧。哀哀八岁儿，抱母同毁璧。
分韵得杖字三十韵,元末明初,陈谟,西林崒雄峰，众山此其王。秀如冲霄凤，险若排空浪。高木郁扶疏，旭日明滉瀁。何烦紫盖朝，默已通蓬阆。太史览九州，于焉憩仙仗。遂令百里间，疲癃走祈望。高明当中天，拱卫罗万象。是日正重九，晴云开荡荡。往来三四公，白发森相向。始自泮水涯，青钱挂筇杖。徐升阅武亭，宛见武安像。飞步凌数阶，恍然层霄上。始悟出城闉，顿隔蠓蚋盎。稚松早腾拿，香草极条畅。落星不上天，伏鸽犹在圹。顾侯镇是邦，文武古良将。马军送行厨，时羞压冬酿。宠兹数君子，园绮相少长。佳句况绝奇，意重千金贶。朋徒有清欢，觞酌无限量。侯惠不可忘，羁怀良自旷。吾爱元阳子，至宝不慢藏。掉头不能吟，养真有嘉尚。吾爱霞外人，飘萧云鹤状。身藏一黍微，气溢九垓壮。自惭局方内，探道肯多让。言誇岂是玄，梦断犹成想。譬如水中月，谁能擒不放。归途醉昏昏，逸兴殊怅怅。遥礼山上云，云深暮钟响。
张思孟赏菊席上次葛诚夫韵,元末明初,陈谟,十月菊始繁，何殊艳阳花。众芳诚所存，独萃清河家。琴樽畅襟抱，金兰盛才华。煌煌锦绮云，承以朱翠霞。餐英想灵均，吹帽怀孟嘉。极兴从淋漓，笑谐绝疵瑕。晚节相与娱，吾生良有涯。
题秋江送别图赠郦彦诚,元末明初,陈谟,祥乌有慈母，旅食他山树。波净涵金螺，沙明横白鹭。饮啄游其间，逍遥娱旦暮。祥乌夜夜啼，所思在返哺。衔悲诉鸾凰，乃得导先路。往还里数千，离淮复经楚。儿发白不多，母颜渥如故。白鹭安敢留，金螺送东注。霜降潦水收，冬温柳芽露。望望故园春，淮山涌晴雾。
哦松谢丞托兴于琴剑金玉各赋一章因赋答之,元末明初,陈谟,为琴为递钟，冰茧弦孤桐。下堂写猗兰，上堂奏薰风。一嘿成连师，无亏昭文氏。所贵荐郊丘，何心劳郑卫。
为剑为豪曹吴钩非宝刀鸣匣欲剸犀流星利吹毛尝闻武库灾穿壁径飞去勃勃芒砀云赤帝何由遇 其一,元末明初,陈谟,为金为紫磨，太白无颜色。不归董卓坞，肯近王济埒。丹砂安可化，水银安可成。淮南枕中术，举世高其名。
为剑为豪曹吴钩非宝刀鸣匣欲剸犀流星利吹毛尝闻武库灾穿壁径飞去勃勃芒砀云赤帝何由遇 其二,元末明初,陈谟,为玉为截肪，含章而永贞。入火火弗焦，沉水水弗冰。守圭与五瑞，雕琢备文质。成器有相资，懿此他山石。
溽暑作古意六首 其一,元末明初,陈谟,湿云涵薄雾，日光如镜尘。杨花吹满床，燕雏娇近人。双双白练带，衔得樱桃新。
溽暑作古意六首 其二,元末明初,陈谟,微薰似清暑，复慢幽人肌。泉声翠帷隔，花艳玉瓶滋。谁缄双青梅，题作无情辞。
溽暑作古意六首 其三,元末明初,陈谟,溶溶雨沼波，宿来得新鱼。但看萍无踪，始悟鱼安居。莫照钗头花，钗落惊双凫。
溽暑作古意六首 其四,元末明初,陈谟,剪下菖蒲叶，换却流苏带。虽微纂组工，自是清净态。画帘景迟迟，雕盘香霭霭。
溽暑作古意六首 其五,元末明初,陈谟,困多病不如，尘生风自卷。蕉心先雨开，菱花后时剪。宿有锦字书，教儿枕头展。
溽暑作古意六首 其六,元末明初,陈谟,枇杷香在手，将喂陇头鹦。娇鸣久不食，振羽谢多情。从今无浪言，浪言郎君惊。
游天庆观登众妙堂兴叹堂有玄元像奇古而苏公小大二碑及居士泉皆废盖戎卒居之,元末明初,陈谟,琳宫宅兜牟，亵污众妙门。试窥捣衣砧，上有眉山文。上堂罗儿妇，下堂饲鸡豚。塑像古且奇，稽首玄元君。端居燕穆清，谁使居人群。亦有居士泉，澄源为之昏。那无一寸胶，可洗千丈浑。
西湖行乐图,元末明初,陈谟,生绡动湖光，长夏宜清暑。芙蓉散风漪，劲柏留晴雾。行无羽扇尘，乐有瑶琴趣。令德将遐龄，鲁侯深燕誉。
夜雪,元末明初,陈谟,耿耿茅檐下，明灯看飞雪。犯此太古寒，因之百情热。匡山有神人，路断梁亦绝。举目但悽恧，星霜变玄发。狂歌白石烂，往往达明发。
败菊,元末明初,陈谟,败菊如佳人，粉面初酣酒。猗猗耐荒寒，兰芷相与友。缅彼仙桂枝，金粟照窗牖。吹香逐环佩，乃亦袭尘垢。独秀摇落余，肯与繁华偶。故应鄙陶潜，憔悴五株柳。吴生何人斯，砺斧君知否。
题种德斋豫樟,元末明初,陈谟,豫樟材之雄，拔地恒千尺。冥将霄汉迫，密是鸾皇室。斩伐遭时艰，根荄走石壁。先公余后泽，条肄今矹硉。又复储楝梁，溪山再开辟。树德必务滋，垂猷远翼翼。幽斋荫潇洒，弦诵终日夕。成蹊者桃李，充牣皆黍稷。乐地贵名教，高风仰贤式。蔽芾晋公槐，苍寒孔明柏。邦人所敬恭，君子以观德。
题萧氏友恭堂,元末明初,陈谟,庭前紫荆树，四时根如石。诚非雨露私，乃是友恭积。兰荪产其阴，松桂左右翼。清风列嘉宾，赏弄终日夕。伯氏发已种，温温金玉质。才堪百吏师，兴逐壶公逸。仲氏鹤昂藏，家事久云敕。衣内沧海珠，枕中淮南术。脩髯引清风，叔子秀而栗。郁郁眉睫间，色矜新句出。埙篪吹若贯，江海润交益。儿孙束礼法，中外罔嗟戚。然萁诮曹丕，酣酒伤牛弼。不见九江人，同堂广长席。不见安丰生，自结天翁识。鸡来哺狗雏，犬俟同牢食。行当表宅里，远可风百亿。况乃阴德深，高曾所培植。我来数升堂，雅素最相悉。庐山王文学，金兰契方密。长歌乐知心，高文已在壁。鄙词虽匪工，聊用劝无斁。
吊越王台,元末明初,陈谟,昔者虞翰林，盛制越台碑。读碑多胜槩，登台但荒基。王昔乘黄屋，自云帝蛮夷。迷途殊早复，臣节终无亏。陆贾信自贤，任嚣岂真痴。台今废兴几，终古名不移。海山万景赴，岂殊隆汉时。乃知登览胜，曷以台观为。
穗石洞天即五仙观仙各持一谷傍各立一石则五羊也,元末明初,陈谟,吴晋纷纷日，荆交瀼瀼时。五仙持五谷，为拯斯人饥。滕脩加抚字，郭璞徙城池。群生日以阜，两贤功同归。五羊上天去，白石今累累。至今稻梁丰，不数虾蟹微。潟卤出牢盆，堆叠如山坻。化为百万粮，充君节度资。兵民两足食，市井相娱嬉。怀哉五仙人，垂德无穷期。
